IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
ȶ	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
k	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
p	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
n̺	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
ȵ	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
ŋ	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
m	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
l̺	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
r̺	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
j	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
w	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
i	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
iː	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
u	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
uː	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
a	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
aː	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
e	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
eː	minj1242		Minjungbal	Sharpe 2005	sharpe_grammar_2005	Please see also the general comparative notes on Australian inventories.
t̺	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
ȶ	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
k	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
p	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
n̺	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
ȵ	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
ŋ	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
m	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
l̺	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
r̺	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
j	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
w	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
i	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
iː	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
u	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
uː	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
a	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
aː	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
e	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
eː	band1358		Waalubal	Crowley 1978	crowley_middle_1978	Please see also the general comparative notes on Australian inventories.
t̺	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
t̪	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
ȶ	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
k	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
p	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
n̺	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
n̪	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
ȵ	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
ŋ	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
m	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
l̺	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
r̺	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
ɹ̺	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
j	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
w	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
i	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
iː	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
u	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
uː	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
a	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
aː	gami1243		Gamilaraay	Giacon 2014	giacon_grammar_2014	Please see also the general comparative notes on Australian inventories.
t̺	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
t̪	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
ȶ	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
k	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
p	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
n̺	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
n̪	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
ȵ	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
ŋ	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
m	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
l̺	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
r̺	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
ɹ̺	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
j	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
w	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
i	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
iː	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
u	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
uː	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
a	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
aː	wang1291		Ngiyambaa	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
t̺	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
t̪	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
ȶ	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
k	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
p	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
n̺	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
n̪	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
ȵ	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
ŋ	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
m	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
l̺	wayi1238		Wayilwan	Donaldson 1980	donaldson_ngiyambaa:_1980	Please see also the general comparative notes on Australian inventories.
